"Email","quality","result","free","role","datID"
"headmaster@fivelanesprimary.co.uk","bad","invalid","no","yes","62150"
"headmaster@five-rivers.org","bad","invalid","no","yes","65876"
"headmaster@fivespiresacademy.co.uk","bad","invalid","no","yes","76725"
"headmaster@fiveways.staffs.sch.uk","bad","invalid","no","yes","78475"
"headmaster@flagg.derbyshire.sch.uk","bad","invalid","no","yes","66956"
"headmaster@fleggoa.co.uk","bad","invalid","no","yes","63315"
"headmaster@flitchgreen.net","bad","invalid","no","yes","64754"
"headmaster@florastevenson.edin.sch.uk","bad","invalid","no","yes","81697"
"headmaster@flourishwithusltd.co.uk","bad","invalid","no","yes","70303"
"headmaster@focus-trust.co.uk","bad","invalid","no","yes","71189"
"headmaster@fog.hslt.academy","bad","invalid","no","yes","79503"
"headmaster@foleyacademy.com","bad","invalid","no","yes","66235"
"headmaster@footprintsfed.com","bad","invalid","no","yes","61857"
"headmaster@fordbridge.solihull.sch.uk","bad","invalid","no","yes","75494"
"headmaster@fordleyprimary.org.uk","bad","invalid","no","yes","63606"
"headmaster@forestacademy.co.uk","bad","invalid","no","yes","64655"
"headmaster@foresters.sutton.sch.uk","bad","invalid","no","yes","57231"
"headmaster@forestgateacademy.co.uk","bad","invalid","no","yes","70707"
"headmaster@forestlodge.leicester.sch.uk","bad","invalid","no","yes","63185"
"headmaster@forestschool.co.uk","bad","invalid","no","yes","61588"
"headmaster@forsbrook.staffs.sch.uk","bad","invalid","no","yes","58863"
"headmaster@forthview.edin.sch.uk","bad","invalid","no","yes","81676"
"headmaster@fortuna.lincs.sch.uk","bad","invalid","no","yes","60777"
"headmaster@fosse-way-academy.org","bad","invalid","no","yes","65049"
"headmaster@fossewayschool.com","bad","invalid","no","yes","67661"
"headmaster@fouldsp.org","bad","invalid","no","yes","55649"
"headmaster@fountainschool.co.uk","bad","invalid","no","yes","60862"
"headmaster@fourdwellingsacademy.org","bad","invalid","no","yes","70922"
"headmaster@fourdwellingsprimaryacademy.org","bad","invalid","no","yes","70992"
"headmaster@foxcovert.edin.sch.uk","bad","invalid","no","yes","81698"
"headmaster@foxfields-cit.co.uk","bad","invalid","no","yes","70304"
"headmaster@foxhill.sheffield.sch.uk","bad","invalid","no","yes","70995"
"headmaster@foxhills.outwood.com","bad","invalid","no","yes","65233"
"headmaster@foxhillsfederation.co.uk","bad","invalid","no","yes","71705"
"headmaster@foxyardsacademy.com","bad","invalid","no","yes","70426"
"headmaster@fpsmat.org","bad","invalid","no","yes","62854"
"headmaster@fraysacademytrust.org","bad","invalid","no","yes","71100"
"headmaster@frederickbird.coventry.sch.uk","bad","invalid","no","yes","57534"
"headmaster@frederickgent.ttct.co.uk","bad","invalid","no","yes","62973"
"headmaster@frederickgoughschool.co.uk","bad","invalid","no","yes","72843"
"headmaster@freeston.outwood.com","bad","invalid","no","yes","65676"
"headmaster@fremingtonprimary.org","bad","invalid","no","yes","70294"
"headmaster@fressingfieldprimary.org.uk","bad","invalid","no","yes","63480"
"headmaster@frewencollege.co.uk","bad","invalid","no","yes","69136"
"headmaster@fringford.oxon.sch.uk","bad","invalid","no","yes","78064"
"headmaster@frithwood.hillingdon.sch.uk","bad","invalid","no","yes","56909"
"headmaster@fritwell.oxon.sch.uk","bad","invalid","no","yes","78061"
"headmaster@frobels.co.uk","bad","invalid","no","yes","70479"
"headmaster@frogmore-inf.hants.sch.uk","bad","invalid","no","yes","71724"
"headmaster@frogmore-jun.hants.sch.uk","bad","invalid","no","yes","73649"
"headmaster@froxfield.hants.sch.uk","bad","invalid","no","yes","71913"
"headmaster@fsmschool.com","bad","invalid","no","yes","72075"
"headmaster@fueleducation.org.uk","bad","invalid","no","yes","79178"
"headmaster@fulhamboysschool.org.uk","bad","invalid","no","yes","76666"
"headmaster@fulhamcross.net","bad","invalid","no","yes","71177"
"headmaster@fulneckschool.co.uk","bad","invalid","no","yes","62222"
"headmaster@fulstowprimary.co.uk","bad","invalid","no","yes","76026"
"headmaster@furness.brent.sch.uk","bad","invalid","no","yes","78988"
"headmaster@furzeplatt.com","bad","invalid","no","yes","67838"
"headmaster@futurefinders.org","bad","invalid","no","yes","66196"
"headmaster@futurehorizonsleeds.co.uk","bad","invalid","no","yes","74848"
"headmaster@futures-aspirations.org","bad","invalid","no","yes","74472"
"headmaster@futureschoolstrust.com","bad","invalid","no","yes","61192"
"headmaster@ga.newcastle.sch.uk","bad","invalid","no","yes","64689"
"headmaster@gaa.org.uk","bad","invalid","no","yes","61243"
"headmaster@gablehall.com","bad","invalid","no","yes","65100"
"headmaster@gaddesby.bepschools.org","bad","invalid","no","yes","70722"
"headmaster@gainsborough.hackney.sch.uk","bad","invalid","no","yes","54987"
"headmaster@gainsborough-st-georges.lincs.sch.uk","bad","invalid","no","yes","58550"
"headmaster@galleyhillprimary.co.uk","bad","invalid","no","yes","63452"
"headmaster@galleywall.co.uk","bad","invalid","no","yes","79138"
"headmaster@gamesleyeec.derbyshire.sch.uk","bad","invalid","no","yes","66946"
"headmaster@ganneysmeadow.wirral.sch.uk","bad","invalid","no","yes","60080"
"headmaster@gardenhouseschool.co.uk","bad","invalid","no","yes","55171"
"headmaster@garforthacademy.org.uk","bad","invalid","no","yes","64681"
"headmaster@garland.w-berks.sch.uk","bad","invalid","no","yes","64069"
"headmaster@gatehouse.devon.sch.uk","bad","invalid","no","yes","76854"
"headmaster@gateshead.gov.uk","bad","invalid","no","yes","58330"
"headmaster@gatesheadkinder.org.uk","bad","invalid","no","yes","62313"
"headmaster@gateway.ac.uk","bad","invalid","no","yes","70100"
"headmaster@gattenlakepri.iow.sch.uk","bad","invalid","no","yes","72866"
"headmaster@gaynes.havering.sch.uk","bad","invalid","no","yes","58127"
"headmaster@gbhs.co.uk","bad","invalid","no","yes","65148"
"headmaster@gbpa.org.uk","bad","invalid","no","yes","57852"
"headmaster@gbshp.org","bad","invalid","no","yes","71593"
"headmaster@gdps.uk","bad","invalid","no","yes","62460"
"headmaster@geariesprimaryschool.co.uk","bad","invalid","no","yes","60694"
"headmaster@gedneydroveend.lincs.sch.uk","bad","invalid","no","yes","76010"
"headmaster@georgespicer.enfield.sch.uk","bad","invalid","no","yes","56702"
"headmaster@gfpschools.org","bad","invalid","no","yes","67495"
"headmaster@ggibbons.lewisham.sch.uk","bad","invalid","no","yes","55269"
"headmaster@ggpa.org.uk","bad","invalid","no","yes","66226"
"headmaster@ggskcollege.co.uk","bad","invalid","no","yes","69415"
"headmaster@ghps.paymat.org","bad","invalid","no","yes","70439"
"headmaster@ghyllgrove.essex.sch.uk","bad","invalid","no","yes","69229"
"headmaster@gifford.ealing.sch.uk","bad","invalid","no","yes","56643"
"headmaster@giggleswick-pri.n-yorks.sch.uk","bad","invalid","no","yes","76408"
"headmaster@gilberdykeprimary.co.uk","bad","invalid","no","yes","59443"
"headmaster@gilbertstone.bham.sch.uk","bad","invalid","no","yes","57331"
"headmaster@gildredgehouse.org.uk","bad","invalid","no","yes","71525"
"headmaster@gillespie.islington.sch.uk","bad","invalid","no","yes","55090"
"headmaster@gillingham-dorset.co.uk","bad","invalid","no","yes","68771"
"headmaster@gilmerton.edin.sch.uk","bad","invalid","no","yes","81700"
"headmaster@gipseybridge.lincs.sch.uk","bad","invalid","no","yes","71118"
"headmaster@girlingtonprimary.co.uk","bad","invalid","no","yes","61870"
"headmaster@gla.eastern-mat.co.uk","bad","invalid","no","yes","63292"
"headmaster@gladesmore.com","bad","invalid","no","yes","56799"
"headmaster@glatrust.org.uk","bad","invalid","no","yes","74795"
"headmaster@glebe.harrow.sch.uk","bad","invalid","no","yes","56830"
"headmaster@glebehouse.org.uk","bad","invalid","no","yes","78922"
"headmaster@glen-hills.leics.sch.uk","bad","invalid","no","yes","67993"
"headmaster@glenmoorandwinton.org.uk","bad","invalid","no","yes","73701"
"headmaster@gliacademy.org.uk","bad","invalid","no","yes","67654"
"headmaster@globalacademy.com","bad","invalid","no","yes","79146"
"headmaster@glossopdale.school","good","ok","no","yes","69636"
"headmaster@gloucesteracademy.co.uk","bad","invalid","no","yes","70308"
"headmaster@glpa.org.uk","bad","invalid","no","yes","64665"
"headmaster@gmail.com","good","ok","yes","yes","57154"
"headmaster@goatlees.kent.sch.uk","bad","invalid","no","yes","64599"
"headmaster@goldenflatts.org.uk","bad","invalid","no","yes","66622"
"headmaster@goldington.beds.sch.uk","bad","invalid","no","yes","64847"
"headmaster@goldsmith.windsoracademytrust.org.uk","bad","invalid","no","yes","68538"
"headmaster@goldthorn.org.uk","bad","invalid","no","yes","59252"
"headmaster@goldthorpepa.org.uk","bad","invalid","no","yes","70581"
"headmaster@gomer-inf.hants.sch.uk","bad","invalid","no","yes","71854"
"headmaster@gonerbyhillfoot.lincs.sch.uk","bad","invalid","no","yes","76071"
"headmaster@gooleacademy.org.uk","bad","invalid","no","yes","65669"
"headmaster@goosegreenprimaryschool.org","bad","invalid","no","yes","62993"
"headmaster@gordonbrock.lewisham.sch.uk","bad","invalid","no","yes","55268"
"headmaster@gordonchildrensacademy.org.uk","bad","invalid","no","yes","74216"
"headmaster@goresbrookschool.org.uk","bad","invalid","no","yes","74532"
"headmaster@gorgiemills.edin.sch.uk","bad","invalid","no","yes","81668"
"headmaster@goring.oxon.sch.uk","bad","invalid","no","yes","78113"
"headmaster@gosbertonacademy.net","bad","invalid","no","yes","59460"
"headmaster@gosfieldschool.org.uk","bad","invalid","no","yes","69389"
"headmaster@gosford-hill.oxon.sch.uk","bad","invalid","no","yes","70796"
"headmaster@gosforthcent.newcastle.sch.uk","bad","invalid","no","yes","62351"
"headmaster@gosforthpark.newcastle.sch.uk","bad","invalid","no","yes","62323"
"headmaster@gospeloakschool.com","bad","invalid","no","yes","54865"
"headmaster@gpin.school","bad","invalid","no","yes","56922"
"headmaster@gps.hslt.academy","bad","invalid","no","yes","67382"
"headmaster@gracecollege.org.uk","bad","invalid","no","yes","69650"
"headmaster@gracecook.omat.org.uk","bad","invalid","no","yes","75174"
"headmaster@gracedarling.ncea.org.uk","bad","invalid","no","yes","74930"
"headmaster@gracemount.edin.sch.uk","good","ok","no","yes","81759"
"headmaster@gracemount-pri.edin.sch.uk","bad","invalid","no","yes","81701"
"headmaster@grafton.islington.sch.uk","bad","invalid","no","yes","55091"
"headmaster@grange.academy","bad","invalid","no","yes","65999"
"headmaster@grange.derbyshire.sch.uk","bad","invalid","no","yes","67028"
"headmaster@grange.harrow.sch.uk","bad","invalid","no","yes","56818"
"headmaster@grange.newham.sch.uk","bad","invalid","no","yes","57086"
"headmaster@grange.outwood.com","bad","invalid","no","yes","62440"
"headmaster@grange.oxon.sch.uk","bad","invalid","no","yes","78015"
"headmaster@grange.southwark.sch.uk","bad","invalid","no","yes","55343"
"headmaster@grange-inf.swindon.sch.uk","bad","invalid","no","yes","67400"
"headmaster@grangeparkjuniorschool.co.uk","bad","invalid","no","yes","56921"
"headmaster@grangepri.sat.coop","bad","invalid","no","yes","69941"
"headmaster@grangeview.northumberland.sch.uk","bad","invalid","no","yes","61303"
"headmaster@granton.edin.sch.uk","bad","invalid","no","yes","81702"
"headmaster@grasbyprimary.co.uk","bad","invalid","no","yes","76103"
"headmaster@gravelhillprimaryschool.co.uk","bad","invalid","no","yes","63055"
"headmaster@grayshott.hants.sch.uk","bad","invalid","no","yes","71914"
"headmaster@greasby-infant.wirral.sch.uk","bad","invalid","no","yes","60104"
"headmaster@greasby-junior.wirral.sch.uk","bad","invalid","no","yes","75530"
"headmaster@greatfieldsschool.com","bad","invalid","no","yes","79164"
"headmaster@greatham.hants.sch.uk","bad","invalid","no","yes","71660"
"headmaster@greatlinfordprimaryschool.co.uk","bad","invalid","no","yes","64334"
"headmaster@greatmeols.wirral.sch.uk","bad","invalid","no","yes","57677"
"headmaster@greatoaks.school","bad","invalid","no","yes","59211"
"headmaster@greatoakscollege.com","bad","invalid","no","yes","69750"
"headmaster@greatparkacademy.org.uk","bad","invalid","no","yes","57983"
"headmaster@greatsmeatonschool.co.uk","bad","invalid","no","yes","65534"
"headmaster@greatworthschool.co.uk","bad","invalid","no","yes","77638"
"headmaster@greatwyrley.windsoracademytrust.org.uk","bad","invalid","no","yes","62872"
"headmaster@greave.stockport.sch.uk","bad","invalid","no","yes","61404"
"headmaster@green.derbyshire.sch.uk","bad","invalid","no","yes","67353"
"headmaster@greencorridor.org.uk","bad","invalid","no","yes","66032"
"headmaster@greencrescent.co.uk","bad","invalid","no","yes","64747"
"headmaster@greenfields-jun.hants.sch.uk","bad","invalid","no","yes","71800"
"headmaster@greenfieldsprimary.org.uk","bad","invalid","no","yes","63604"
"headmaster@greenheathschool.org.uk","bad","invalid","no","yes","61328"
"headmaster@greenhill.leeds.sch.uk","bad","invalid","no","yes","62155"
"headmaster@greenleas.wirral.sch.uk","bad","invalid","no","yes","60095"
"headmaster@greenleysfirstschool.org.uk","bad","invalid","no","yes","64323"
"headmaster@greenmeadow.excelsiormat.org","bad","invalid","no","yes","77049"
"headmaster@greenoak.bham.sch.uk","bad","invalid","no","yes","58430"
"headmaster@greensideschool.org","bad","invalid","no","yes","77298"
"headmaster@greentopschool.org","bad","invalid","no","yes","62600"
"headmaster@greenvale.lewisham.sch.uk","bad","invalid","no","yes","55327"
"headmaster@greenwichhouseschool.com","bad","invalid","no","yes","76161"
"headmaster@greenwichsteinerschool.org.uk","bad","invalid","no","yes","58781"
"headmaster@greenwrythe.org.uk","bad","invalid","no","yes","77278"
"headmaster@greetlandacademy.org.uk","bad","invalid","no","yes","64707"
"headmaster@grendon.bham.sch.uk","bad","invalid","no","yes","57332"
"headmaster@grenoside.sheffield.sch.uk","bad","invalid","no","yes","61792"
"headmaster@greystoke.cumbria.sch.uk","bad","invalid","no","yes","66729"
"headmaster@greystone.outwood.com","bad","invalid","no","yes","63238"
"headmaster@griffinprimary.org","bad","invalid","no","yes","62930"
"headmaster@groveacademy.co.uk","bad","invalid","no","yes","62674"
"headmaster@groveparkacademies.org","bad","invalid","no","yes","68174"
"headmaster@grovestreet.wirral.sch.uk","bad","invalid","no","yes","60098"
"headmaster@grow19.com","bad","invalid","no","yes","69757"
"headmaster@gshs.org.uk","bad","invalid","no","yes","63617"
"headmaster@gulworthy-primary.devon.sch.uk","bad","invalid","no","yes","68600"
"headmaster@gunnersbury.hounslow.sch.uk","bad","invalid","no","yes","56970"
"headmaster@guntonprimary.org","bad","invalid","no","yes","77530"
"headmaster@gusfordprimary.net","bad","invalid","no","yes","71530"
"headmaster@gustschool.com","bad","invalid","no","yes","65566"
"headmaster@gwacademy.co.uk","bad","invalid","no","yes","65639"
"headmaster@gwps.org.uk","bad","invalid","no","yes","59226"
"headmaster@gwynjones.waltham.sch.uk","bad","invalid","no","yes","57265"
"headmaster@gylemuir.edin.sch.uk","bad","invalid","no","yes","81703"
"headmaster@habstrustsouth.org.uk","bad","invalid","no","yes","61043"
"headmaster@hackbridgeprimary.sutton.sch.uk","bad","invalid","no","yes","57223"
"headmaster@hackforthhornby.n-yorks.sch.uk","bad","invalid","no","yes","76462"
"headmaster@hackwood.theharmonytrust.org","bad","invalid","no","yes","69752"
"headmaster@haddenham-st-marys.bucks.sch.uk","bad","invalid","no","yes","64387"
"headmaster@hadfield-nur.derbyshire.sch.uk","bad","invalid","no","yes","66945"
"headmaster@hadrianacademy.co.uk","bad","invalid","no","yes","67872"
"headmaster@hadyprimaryschool.co.uk","bad","invalid","no","yes","67081"
"headmaster@hafsacademy.org.uk","bad","invalid","no","yes","70717"
"headmaster@haguebar.derbyshire.sch.uk","bad","invalid","no","yes","70486"
"headmaster@hailey.oxon.sch.uk","bad","invalid","no","yes","78069"
"headmaster@haileyburyturnford.com","bad","invalid","no","yes","77420"
"headmaster@hajc.leics.sch.uk","bad","invalid","no","yes","74635"
"headmaster@haleprepschool.com","bad","invalid","no","yes","61587"
"headmaster@halesowen.ac.uk","bad","invalid","no","yes","56542"
"headmaster@halfpenny.patrust.org.uk","bad","invalid","no","yes","71292"
"headmaster@halfway-inf.sheffield.sch.uk","bad","invalid","no","yes","61785"
"headmaster@halfway-jun.sheffield.sch.uk","bad","invalid","no","yes","61789"
"headmaster@halifax.omat.org.uk","bad","invalid","no","yes","59223"
"headmaster@hallamfields.org.uk","bad","invalid","no","yes","62675"
"headmaster@hallatonprimary.leics.sch.uk","bad","invalid","no","yes","75946"
"headmaster@hallbankgate.org.uk","bad","invalid","no","yes","66929"
"headmaster@hallparkacademy.org.uk","bad","invalid","no","yes","74555"
"headmaster@hallroadacademy.org","bad","invalid","no","yes","70610"
"headmaster@hallschool.co.uk","bad","invalid","no","yes","54900"
"headmaster@hallsville.newham.sch.uk","bad","invalid","no","yes","63191"
"headmaster@halstead.kent.sch.uk","bad","invalid","no","yes","75027"
"headmaster@halstow.compassps.uk","bad","invalid","no","yes","57767"
"headmaster@hamble-pri.hants.sch.uk","bad","invalid","no","yes","71663"
"headmaster@hambleton.lancs.sch.uk","bad","invalid","no","yes","64700"
